"","date","sm_surface_m3m3","sm_surface_pct","station","elevation","latitude","longitude"
"111",2018-11-22,0.281799782067537,28.1799782067537,"Nivolet",2555,45.519156,7.171398
"112",2018-11-23,0.281345155090094,28.1345155090094,"Nivolet",2555,45.519156,7.171398
"113",2018-11-24,0.281029190868139,28.1029190868139,"Nivolet",2555,45.519156,7.171398
"114",2018-11-25,0.283232897520065,28.3232897520065,"Nivolet",2555,45.519156,7.171398
"115",2018-11-26,0.28292191773653,28.292191773653,"Nivolet",2555,45.519156,7.171398
"116",2018-11-27,0.282050129026175,28.2050129026175,"Nivolet",2555,45.519156,7.171398
"117",2018-11-28,0.278551544994116,27.8551544994116,"Nivolet",2555,45.519156,7.171398
"118",2018-11-29,0.282723113894463,28.2723113894463,"Nivolet",2555,45.519156,7.171398
"119",2018-12-01,0.282981708645821,28.2981708645821,"Nivolet",2555,45.519156,7.171398
"120",2018-12-02,0.284849733114243,28.4849733114243,"Nivolet",2555,45.519156,7.171398
"121",2018-12-03,0.288582976907492,28.8582976907492,"Nivolet",2555,45.519156,7.171398
"122",2018-12-04,0.286389961838722,28.6389961838722,"Nivolet",2555,45.519156,7.171398
"123",2018-12-05,0.282443553209305,28.2443553209305,"Nivolet",2555,45.519156,7.171398
"124",2018-12-06,0.282846931368113,28.2846931368113,"Nivolet",2555,45.519156,7.171398
"125",2018-12-07,0.283672735095024,28.3672735095024,"Nivolet",2555,45.519156,7.171398
"126",2018-12-08,0.279881127178669,27.9881127178669,"Nivolet",2555,45.519156,7.171398
"127",2018-12-09,0.279275946319103,27.9275946319103,"Nivolet",2555,45.519156,7.171398
"128",2018-12-10,0.280541926622391,28.0541926622391,"Nivolet",2555,45.519156,7.171398
"129",2018-12-11,0.280882220715284,28.0882220715284,"Nivolet",2555,45.519156,7.171398
"130",2018-12-12,0.281978525221348,28.1978525221348,"Nivolet",2555,45.519156,7.171398
"131",2018-12-13,0.279691301286221,27.9691301286221,"Nivolet",2555,45.519156,7.171398
"132",2018-12-14,0.281166218221188,28.1166218221188,"Nivolet",2555,45.519156,7.171398
"133",2018-12-15,0.282283440232277,28.2283440232277,"Nivolet",2555,45.519156,7.171398
"134",2018-12-16,0.282131053507328,28.2131053507328,"Nivolet",2555,45.519156,7.171398
"135",2018-12-17,0.27912700548768,27.912700548768,"Nivolet",2555,45.519156,7.171398
"136",2018-12-18,0.281579479575157,28.1579479575157,"Nivolet",2555,45.519156,7.171398
"137",2018-12-19,0.281941723078489,28.1941723078489,"Nivolet",2555,45.519156,7.171398
"138",2018-12-20,0.283775590360165,28.3775590360165,"Nivolet",2555,45.519156,7.171398
"139",2018-12-21,0.281906723976135,28.1906723976135,"Nivolet",2555,45.519156,7.171398
"140",2018-12-22,0.282252710312605,28.2252710312605,"Nivolet",2555,45.519156,7.171398
"141",2018-12-23,0.281002707779408,28.1002707779408,"Nivolet",2555,45.519156,7.171398
"142",2018-12-24,0.276822403073311,27.6822403073311,"Nivolet",2555,45.519156,7.171398
"143",2018-12-25,0.276897516101599,27.6897516101599,"Nivolet",2555,45.519156,7.171398
"144",2018-12-26,0.280402474105358,28.0402474105358,"Nivolet",2555,45.519156,7.171398
"145",2018-12-27,0.280147209763527,28.0147209763527,"Nivolet",2555,45.519156,7.171398
"146",2018-12-28,0.281740177422762,28.1740177422762,"Nivolet",2555,45.519156,7.171398
"147",2018-12-29,0.280268296599388,28.0268296599388,"Nivolet",2555,45.519156,7.171398
"148",2018-12-30,0.278964679688215,27.8964679688215,"Nivolet",2555,45.519156,7.171398
"149",2019-01-01,0.27896648645401,27.896648645401,"Nivolet",2555,45.519156,7.171398
"150",2019-01-02,0.278385706245899,27.8385706245899,"Nivolet",2555,45.519156,7.171398
"151",2019-01-03,0.275807578116655,27.5807578116655,"Nivolet",2555,45.519156,7.171398
"152",2019-01-04,0.275004997849464,27.5004997849464,"Nivolet",2555,45.519156,7.171398
"153",2019-01-05,0.278555866330862,27.8555866330862,"Nivolet",2555,45.519156,7.171398
"154",2019-01-06,0.279621466994286,27.9621466994286,"Nivolet",2555,45.519156,7.171398
"155",2019-01-07,0.27891693264246,27.891693264246,"Nivolet",2555,45.519156,7.171398
"156",2019-01-08,0.278622027486563,27.8622027486563,"Nivolet",2555,45.519156,7.171398
"157",2019-01-09,0.278208363801241,27.8208363801241,"Nivolet",2555,45.519156,7.171398
"158",2019-01-10,0.277900423854589,27.7900423854589,"Nivolet",2555,45.519156,7.171398
"159",2019-01-11,0.278888843953609,27.8888843953609,"Nivolet",2555,45.519156,7.171398
"160",2019-01-12,0.277469247579575,27.7469247579575,"Nivolet",2555,45.519156,7.171398
"161",2019-01-13,0.275726668536663,27.5726668536663,"Nivolet",2555,45.519156,7.171398
"162",2019-01-14,0.276392865926027,27.6392865926027,"Nivolet",2555,45.519156,7.171398
"163",2019-01-15,0.277901004999876,27.7901004999876,"Nivolet",2555,45.519156,7.171398
"164",2019-01-16,0.278091955929995,27.8091955929995,"Nivolet",2555,45.519156,7.171398
"165",2019-01-17,0.278993081301451,27.8993081301451,"Nivolet",2555,45.519156,7.171398
"166",2019-01-18,0.278036557137966,27.8036557137966,"Nivolet",2555,45.519156,7.171398
"167",2019-01-19,0.278449956327677,27.8449956327677,"Nivolet",2555,45.519156,7.171398
"168",2019-01-20,0.277534004300833,27.7534004300833,"Nivolet",2555,45.519156,7.171398
"169",2019-01-21,0.278062723577023,27.8062723577023,"Nivolet",2555,45.519156,7.171398
"170",2019-01-22,0.27709710970521,27.709710970521,"Nivolet",2555,45.519156,7.171398
"171",2019-01-23,0.275008156895638,27.5008156895638,"Nivolet",2555,45.519156,7.171398
"172",2019-01-24,0.274423722177744,27.4423722177744,"Nivolet",2555,45.519156,7.171398
"173",2019-01-25,0.275808982551098,27.5808982551098,"Nivolet",2555,45.519156,7.171398
"174",2019-01-26,0.27714791893959,27.714791893959,"Nivolet",2555,45.519156,7.171398
"175",2019-01-27,0.279451031237841,27.9451031237841,"Nivolet",2555,45.519156,7.171398
"176",2019-01-28,0.280035972595215,28.0035972595215,"Nivolet",2555,45.519156,7.171398
"177",2019-01-29,0.280355229973793,28.0355229973793,"Nivolet",2555,45.519156,7.171398
"178",2019-01-30,0.28030065074563,28.030065074563,"Nivolet",2555,45.519156,7.171398
"179",2019-02-01,0.272433131933212,27.2433131933212,"Nivolet",2555,45.519156,7.171398
"180",2019-02-02,0.271815944463015,27.1815944463015,"Nivolet",2555,45.519156,7.171398
"181",2019-02-03,0.27438547462225,27.438547462225,"Nivolet",2555,45.519156,7.171398
"182",2019-02-04,0.275965251028538,27.5965251028538,"Nivolet",2555,45.519156,7.171398
"183",2019-02-05,0.275231048464775,27.5231048464775,"Nivolet",2555,45.519156,7.171398
"184",2019-02-06,0.274516832083464,27.4516832083464,"Nivolet",2555,45.519156,7.171398
"185",2019-02-07,0.275559399276972,27.5559399276972,"Nivolet",2555,45.519156,7.171398
"186",2019-02-08,0.277026530355215,27.7026530355215,"Nivolet",2555,45.519156,7.171398
"187",2019-02-09,0.27668734639883,27.668734639883,"Nivolet",2555,45.519156,7.171398
"188",2019-02-10,0.276522006839514,27.6522006839514,"Nivolet",2555,45.519156,7.171398
"189",2019-02-11,0.276518780738115,27.6518780738115,"Nivolet",2555,45.519156,7.171398
"190",2019-02-12,0.276199422776699,27.6199422776699,"Nivolet",2555,45.519156,7.171398
"191",2019-02-13,0.277566876262426,27.7566876262426,"Nivolet",2555,45.519156,7.171398
"192",2019-02-14,0.278498195111752,27.8498195111752,"Nivolet",2555,45.519156,7.171398
"193",2019-02-15,0.282830495387316,28.2830495387316,"Nivolet",2555,45.519156,7.171398
"194",2019-02-16,0.281069472432137,28.1069472432137,"Nivolet",2555,45.519156,7.171398
"195",2019-02-17,0.280921399593353,28.0921399593353,"Nivolet",2555,45.519156,7.171398
"196",2019-02-18,0.281211204826832,28.1211204826832,"Nivolet",2555,45.519156,7.171398
"197",2019-02-19,0.278736609965563,27.8736609965563,"Nivolet",2555,45.519156,7.171398
"198",2019-02-20,0.279306445270777,27.9306445270777,"Nivolet",2555,45.519156,7.171398
"199",2019-02-21,0.279673989862204,27.9673989862204,"Nivolet",2555,45.519156,7.171398
"200",2019-02-22,0.282173566520214,28.2173566520214,"Nivolet",2555,45.519156,7.171398
"201",2019-02-23,0.288342293351889,28.8342293351889,"Nivolet",2555,45.519156,7.171398
"202",2019-02-24,0.287794217467308,28.7794217467308,"Nivolet",2555,45.519156,7.171398
"203",2019-02-25,0.288595400750637,28.8595400750637,"Nivolet",2555,45.519156,7.171398
"204",2019-02-26,0.290741037577391,29.0741037577391,"Nivolet",2555,45.519156,7.171398
"205",2019-02-27,0.290579840540886,29.0579840540886,"Nivolet",2555,45.519156,7.171398
"206",2019-03-01,0.289629209786654,28.9629209786654,"Nivolet",2555,45.519156,7.171398
"207",2019-03-02,0.285151109099388,28.5151109099388,"Nivolet",2555,45.519156,7.171398
"208",2019-03-03,0.286555539816618,28.6555539816618,"Nivolet",2555,45.519156,7.171398
"209",2019-03-04,0.287572499364614,28.7572499364614,"Nivolet",2555,45.519156,7.171398
"210",2019-03-05,0.284014031291008,28.4014031291008,"Nivolet",2555,45.519156,7.171398
"211",2019-03-06,0.280437905341387,28.0437905341387,"Nivolet",2555,45.519156,7.171398
"212",2019-03-07,0.276997584849596,27.6997584849596,"Nivolet",2555,45.519156,7.171398
"213",2019-03-08,0.278028383851051,27.8028383851051,"Nivolet",2555,45.519156,7.171398
"214",2019-03-09,0.283885255455971,28.3885255455971,"Nivolet",2555,45.519156,7.171398
"215",2019-03-10,0.296627838164568,29.6627838164568,"Nivolet",2555,45.519156,7.171398
"216",2019-03-11,0.292934995144606,29.2934995144606,"Nivolet",2555,45.519156,7.171398
"217",2019-03-12,0.286955412477255,28.6955412477255,"Nivolet",2555,45.519156,7.171398
"218",2019-03-13,0.283209923654795,28.3209923654795,"Nivolet",2555,45.519156,7.171398
"219",2019-03-14,0.282159354537725,28.2159354537725,"Nivolet",2555,45.519156,7.171398
"220",2019-03-15,0.284753397107124,28.4753397107124,"Nivolet",2555,45.519156,7.171398
"221",2019-03-16,0.292171984910965,29.2171984910965,"Nivolet",2555,45.519156,7.171398
"222",2019-03-17,0.303280081599951,30.3280081599951,"Nivolet",2555,45.519156,7.171398
"223",2019-03-18,0.295399494469166,29.5399494469166,"Nivolet",2555,45.519156,7.171398
"224",2019-03-19,0.289401862770319,28.9401862770319,"Nivolet",2555,45.519156,7.171398
"225",2019-03-20,0.285752572119236,28.5752572119236,"Nivolet",2555,45.519156,7.171398
"226",2019-03-21,0.289021275937557,28.9021275937557,"Nivolet",2555,45.519156,7.171398
"227",2019-03-22,0.294715717434883,29.4715717434883,"Nivolet",2555,45.519156,7.171398
"228",2019-03-23,0.301767215132713,30.1767215132713,"Nivolet",2555,45.519156,7.171398
"229",2019-03-24,0.308837082237005,30.8837082237005,"Nivolet",2555,45.519156,7.171398
"230",2019-03-25,0.309793286025524,30.9793286025524,"Nivolet",2555,45.519156,7.171398
"231",2019-03-26,0.302259959280491,30.2259959280491,"Nivolet",2555,45.519156,7.171398
"232",2019-03-27,0.305060401558876,30.5060401558876,"Nivolet",2555,45.519156,7.171398
"233",2019-03-28,0.309613469988108,30.9613469988108,"Nivolet",2555,45.519156,7.171398
"234",2019-03-29,0.309856880456209,30.9856880456209,"Nivolet",2555,45.519156,7.171398
"235",2019-03-30,0.314356092363596,31.4356092363596,"Nivolet",2555,45.519156,7.171398
"236",2019-04-01,0.32062878459692,32.062878459692,"Nivolet",2555,45.519156,7.171398
"237",2019-04-02,0.318826980888844,31.8826980888844,"Nivolet",2555,45.519156,7.171398
"238",2019-04-03,0.317112702876329,31.7112702876329,"Nivolet",2555,45.519156,7.171398
"239",2019-04-04,0.308946944773197,30.8946944773197,"Nivolet",2555,45.519156,7.171398
"240",2019-04-05,0.31235932558775,31.235932558775,"Nivolet",2555,45.519156,7.171398
"241",2019-04-06,0.315699104219675,31.5699104219675,"Nivolet",2555,45.519156,7.171398
"242",2019-04-07,0.309185851365328,30.9185851365328,"Nivolet",2555,45.519156,7.171398
"243",2019-04-08,0.319243006408215,31.9243006408215,"Nivolet",2555,45.519156,7.171398
"244",2019-04-09,0.323741488158703,32.3741488158703,"Nivolet",2555,45.519156,7.171398
"245",2019-04-10,0.328767158091068,32.8767158091068,"Nivolet",2555,45.519156,7.171398
"246",2019-04-11,0.329141113907099,32.9141113907099,"Nivolet",2555,45.519156,7.171398
"247",2019-04-12,0.337296981364489,33.7296981364489,"Nivolet",2555,45.519156,7.171398
"248",2019-04-13,0.333780374377966,33.3780374377966,"Nivolet",2555,45.519156,7.171398
"249",2019-04-14,0.326416555792093,32.6416555792093,"Nivolet",2555,45.519156,7.171398
"250",2019-04-15,0.330557726323605,33.0557726323605,"Nivolet",2555,45.519156,7.171398
"251",2019-04-16,0.334030237048864,33.4030237048864,"Nivolet",2555,45.519156,7.171398
"252",2019-04-17,0.342787120491266,34.2787120491266,"Nivolet",2555,45.519156,7.171398
"253",2019-04-18,0.344111178070307,34.4111178070307,"Nivolet",2555,45.519156,7.171398
"254",2019-04-19,0.346046514809132,34.6046514809132,"Nivolet",2555,45.519156,7.171398
"255",2019-04-20,0.347445774823427,34.7445774823427,"Nivolet",2555,45.519156,7.171398
"256",2019-04-21,0.344274252653122,34.4274252653122,"Nivolet",2555,45.519156,7.171398
"257",2019-04-22,0.345433779060841,34.5433779060841,"Nivolet",2555,45.519156,7.171398
"258",2019-04-23,0.350657649338245,35.0657649338245,"Nivolet",2555,45.519156,7.171398
"259",2019-04-24,0.358134429901838,35.8134429901838,"Nivolet",2555,45.519156,7.171398
"260",2019-04-25,0.354948129504919,35.4948129504919,"Nivolet",2555,45.519156,7.171398
"261",2019-04-26,0.355498064309359,35.5498064309359,"Nivolet",2555,45.519156,7.171398
"262",2019-04-27,0.35639912635088,35.639912635088,"Nivolet",2555,45.519156,7.171398
"263",2019-04-28,0.347771193832159,34.7771193832159,"Nivolet",2555,45.519156,7.171398
"264",2019-04-29,0.352013476192951,35.2013476192951,"Nivolet",2555,45.519156,7.171398
"265",2019-05-01,0.352593906223774,35.2593906223774,"Nivolet",2555,45.519156,7.171398
"266",2019-05-02,0.353467058390379,35.3467058390379,"Nivolet",2555,45.519156,7.171398
"267",2019-05-03,0.355908416211605,35.5908416211605,"Nivolet",2555,45.519156,7.171398
"268",2019-05-04,0.35271717235446,35.271717235446,"Nivolet",2555,45.519156,7.171398
"269",2019-05-05,0.345349360257387,34.5349360257387,"Nivolet",2555,45.519156,7.171398
"270",2019-05-06,0.343883145600557,34.3883145600557,"Nivolet",2555,45.519156,7.171398
"271",2019-05-07,0.345826599746943,34.5826599746943,"Nivolet",2555,45.519156,7.171398
"272",2019-05-08,0.356039818376303,35.6039818376303,"Nivolet",2555,45.519156,7.171398
"273",2019-05-09,0.359882496297359,35.9882496297359,"Nivolet",2555,45.519156,7.171398
"274",2019-05-10,0.360533025115728,36.0533025115728,"Nivolet",2555,45.519156,7.171398
"275",2019-05-11,0.357704948633909,35.7704948633909,"Nivolet",2555,45.519156,7.171398
"276",2019-05-12,0.352048646658659,35.2048646658659,"Nivolet",2555,45.519156,7.171398
"277",2019-05-13,0.348596572875977,34.8596572875977,"Nivolet",2555,45.519156,7.171398
"278",2019-05-14,0.345241658389568,34.5241658389568,"Nivolet",2555,45.519156,7.171398
"279",2019-05-15,0.344399962574244,34.4399962574244,"Nivolet",2555,45.519156,7.171398
"280",2019-05-16,0.340305097401142,34.0305097401142,"Nivolet",2555,45.519156,7.171398
"281",2019-05-17,0.348002776503563,34.8002776503563,"Nivolet",2555,45.519156,7.171398
"282",2019-05-18,0.351965941488743,35.1965941488743,"Nivolet",2555,45.519156,7.171398
"283",2019-05-19,0.354828648269176,35.4828648269176,"Nivolet",2555,45.519156,7.171398
"284",2019-05-20,0.355059690773487,35.5059690773487,"Nivolet",2555,45.519156,7.171398
"285",2019-05-21,0.345469262450933,34.5469262450933,"Nivolet",2555,45.519156,7.171398
"286",2019-05-22,0.338119905441999,33.8119905441999,"Nivolet",2555,45.519156,7.171398
"287",2019-05-23,0.336728293448687,33.6728293448687,"Nivolet",2555,45.519156,7.171398
"288",2019-05-24,0.33837678283453,33.837678283453,"Nivolet",2555,45.519156,7.171398
"289",2019-05-25,0.343483135104179,34.3483135104179,"Nivolet",2555,45.519156,7.171398
"290",2019-05-26,0.339995570480824,33.9995570480824,"Nivolet",2555,45.519156,7.171398
"291",2019-05-27,0.334951102733612,33.4951102733612,"Nivolet",2555,45.519156,7.171398
"292",2019-05-28,0.334366209805012,33.4366209805012,"Nivolet",2555,45.519156,7.171398
"293",2019-05-29,0.328011479228735,32.8011479228735,"Nivolet",2555,45.519156,7.171398
"294",2019-05-30,0.325269915163517,32.5269915163517,"Nivolet",2555,45.519156,7.171398
"295",2019-06-01,0.322759907692671,32.2759907692671,"Nivolet",2555,45.519156,7.171398
"296",2019-06-02,0.317865125834942,31.7865125834942,"Nivolet",2555,45.519156,7.171398
"297",2019-06-03,0.32216228172183,32.216228172183,"Nivolet",2555,45.519156,7.171398
"298",2019-06-04,0.323469460010529,32.3469460010529,"Nivolet",2555,45.519156,7.171398
"299",2019-06-05,0.32309640571475,32.309640571475,"Nivolet",2555,45.519156,7.171398
"300",2019-06-06,0.321605198085308,32.1605198085308,"Nivolet",2555,45.519156,7.171398
"301",2019-06-07,0.316916074603796,31.6916074603796,"Nivolet",2555,45.519156,7.171398
"302",2019-06-08,0.313563078641891,31.3563078641891,"Nivolet",2555,45.519156,7.171398
"303",2019-06-09,0.328633613884449,32.8633613884449,"Nivolet",2555,45.519156,7.171398
